0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label
"If PersonX need to find the exact word, but before, PersonX needed, PersonX need to want to eat lobster",0,"If PersonX be cooking spaghetti, as a result, PersonX wants to, PersonX want to strain the spaghetti",1,"If what PersonY like, but before, PersonX needed, PersonX need to want to eat lobster",0,"If PersonX be cooking spaghetti, happens after, PersonX look beautiful",0,"If PersonX be cooking spaghetti, PersonX is seen as, PersonX be hungry",1
"If PersonX wear something, PersonX is seen as, PersonX run a hand through hair",0,"If PersonX stick in hair, but before, PersonX needed, PersonX need to have something",1,"If PersonX lose PersonX hair, but before, PersonX needed, PersonX jump in shock",0,"If PersonX wear PersonY 's hair, but before, PersonX needed, PersonX need make",1,"If PersonX run PersonY finger through hair, as a result, PersonX wants to, PersonY to know",1
"If PersonX say okay, but before, PersonX needed, PersonX consider the option",1,"If PersonX give PersonY permission, PersonX is seen as, PersonX be willing",1,"If PersonX want to comply, as a result, PersonX wants to, PersonX give PersonX consent",0,"If PersonX believe PersonY eye, as a result, PersonY or others want to, PersonY want to accept PersonX 's agreement",1,"If PersonX accept PersonY proposal, as a result, PersonX feels, PersonX be accept",1
"If PersonX work PersonX magic, PersonX is seen as, PersonX be happy",1,"If PersonX have day, because PersonX wanted, PersonX do a magic trick",0,"If PersonX find PersonY key, PersonX is seen as, PersonX be triumphant",1,"If PersonX work PersonY magic, as a result, PersonX will, PersonX have a revelation",0,"If PersonX work PersonX magic, but before, PersonX needed, PersonX find some people",1
"If PersonX get counseling, but before, PersonX needed, PersonX need to make a appointment with counselor",1,"If PersonX need to be near wall, but before, PersonX needed, PersonX get counseling",0,"If PersonX get treatment, as a result, PersonX wants to, PersonX want to go to therapy",1,"If PersonX feel so guilty, as a result, PersonX wants to, PersonX talk to counselor",1,"If PersonX feel stressed, as a result, PersonX feels, PersonX look for help",0
"If PersonX approach PersonY 's crush, but before, PersonX needed, PersonY be surprised",0,"If PersonX start a relationship, but before, PersonX needed, PersonX need to meet PersonY",1,"If PersonX meet a handsome PersonY, as a result, PersonY or others will, PersonX do not know any PersonY",0,"If PersonX be on a first date, because PersonX wanted, PersonX seem to like PersonY",0,"If PersonX couple with PersonY, but before, PersonX needed, who PersonX be really",0
"If PersonX be up, but before, PersonX needed, PersonX occupy PersonX time",0,"If what PersonX have do, but before, PersonX needed, what PersonX have do",1,"If PersonX put PersonY to shame, but before, PersonX needed, PersonX need",1,"If PersonX caress PersonY face, but before, PersonX needed, PersonX need face",1,"If PersonX like PersonX name, but before, PersonX needed, PersonX have a good mind",1
"If PersonX meet PersonX need, happens after, PersonX need to get PeopleX life back",1,"If PersonX make it alive, PersonX is seen as, PersonX be lucky",1,"If PersonX come back to life, because PersonX wanted, PersonX live",1,"If PersonX still live, as a result, PersonX will, PersonX survive",1,"If PersonX feel alive, as a result, PersonX feels, PersonX be alive",1
"If PersonX be go to do that, as a result, PersonX will, PersonX be nervous",1,"If PersonX be go to do that, as a result, PersonX feels, PersonX feel nervous",1,"If PersonX be still scare, as a result, PersonX feels, PersonX be worried",1,"If PersonX wait anxiously, PersonX is seen as, PersonX be nervous",1,"If PersonX be go it for time, as a result, PersonX will, PersonX feel scared",1
"If PersonX tumble, but before, PersonX needed, PersonX dig a deep hole",0,"If PersonX drop off the radar, but before, PersonX needed, PersonX go underground",1,"If PersonX know the way do it, but before, PersonX needed, PersonX need to crouch down",0,"If PersonX dig deep, but before, PersonX needed, PersonX find out where to dig",1,"If PersonX start move thing around, but before, PersonX needed, PersonX dig deep",0
"If PersonX grow taller, but before, PersonX needed, PersonX exercise day",1,"If PersonX start run, as a result, PersonX wants to, PersonX want to stretch PeopleX muscle",1,"If PersonX sit more, but before, PersonX needed, PersonY stretch PersonY muscle",0,"If PersonX need to rsvp, but before, PersonX needed, PersonX need to do excercise",0,"If PersonX run for exercise, but before, PersonX needed, PersonX put",0
"If PersonX ask PersonY, as a result, PersonY or others want to, PersonY tell PeopleX problem",1,"If PersonX like that, causes, PersonY tell PersonX about that",0,"If PersonX complain about that, PersonX is seen as, PersonX attempt PersonY explanation",0,"If PersonX be request, PersonX is seen as, PersonX inform PersonY about it",0,"If PersonX want to talk, as a result, PersonX will, PersonX answer PersonY",1
"If one avoid, as a result, PersonX will, PersonX grow a erection",0,"If PersonX take off PersonY shirt, as a result, PersonX will, PersonX grow a erection",1,"If PersonX jump on bandwagon, as a result, PersonX will, PersonX grow a erection",0,"If PersonX grow a erection, as a result, PersonX will, PersonX continue it",0,"If PersonX have sex, includes the event or action, PersonX reach orgasm",1
"If PersonX have that, causes, PersonX do PeopleX best",1,"If PersonX be decide, causes, PersonX be do better than PersonY",0,"If PersonX have a talent for that, causes, PersonX be great at that",1,"If PersonX have that, causes, it be amazing",1,"If PersonX excel at it, causes, PersonX have that",1
"If PersonX become frightened, as a result, PersonX feels, PersonX be afraid",1,"If PersonX be really scared, as a result, PersonX feels, PersonX be terrify",1,"If PersonX see a horror movie, as a result, PersonX feels, PersonX be frightened",1,"If PersonX be scare of it, as a result, PersonX feels, PersonX feel scared",1,"If PersonX watch a horror movie, as a result, PersonX feels, PersonX be frightened",1
"If PersonX await response, as a result, PersonX will, PersonX get to school",0,"If PersonY go through door, as a result, PersonY or others will, PersonY rise to occasion",0,"If PersonX be late for school, as a result, PersonX wants to, PersonX get to class",1,"If PersonX be a student, as a result, PersonX wants to, PersonX get to classroom",1,"If PersonX come early, as a result, PersonX wants to, PersonX want to rush to class",0
"If PersonX put PersonY away, as a result, PersonY or others want to, PersonY want to take revenge",1,"If PersonX carry out PersonX threat, as a result, PersonX will, PersonY want to get revenge on PersonX",0,"If PersonX get back at PersonY, as a result, PersonX wants to, PersonX be vindictive",0,"If PersonX send PersonY to prison, as a result, PersonX will, PersonX be mean",1,"If PersonX come back on PersonY, PersonX is seen as, PersonX be vengeful",1
"If PersonX do something with PersonY, causes, PersonY have medicine",0,"If PersonX have a illness, causes, PersonX be sick",1,"If PersonX have a disease, causes, PersonX have a disease",1,"If PersonX be in hospital, causes, PersonY put",1,"If PersonX have something, causes, PersonX be sick with something",1
"If PersonX try something new, because PersonX wanted, PersonX want a new experience",1,"If PersonX start PersonX vacation, as a result, PersonX wants to, PersonX visit some new place",0,"If PersonX try a new flavor, causes, PersonX want to take a picture",0,"If PeopleX like it, as a result, PersonX wants to, PersonX do something new",0,"If PersonX decide to try something new, as a result, PersonX wants to, PersonX want to do the new activity",1
"If PersonX die, as a result, PersonY or others will, PersonX stop move",0,"If PersonX end PersonY life, happens before, PersonX turn off the electricity",1,"If PersonY stop breathing, as a result, PersonY or others will, PersonX cost PersonY life",0,"If PersonX lose PersonY balance, can be hindered by, PeopleX will fall to death",1,"If PersonX share PersonY feeling, happens after, PersonY PersonY die",0
"If PersonX keep PersonY still, PersonX is seen as, PersonX leave that",0,"If PersonX discuss the situation with PersonY, happens after, PersonX do not return",0,"If PersonX cast PersonY glance, happens after, PersonX wonder",0,"If PersonX have that, causes, PersonY move away from PersonX",1,"If PersonX never look back, PersonX is seen as, PersonX move away from PersonY",0
"If PersonX have knowledge of it, causes, PersonX teach PersonY about it",1,"If PersonX read aloud to PersonY, because PersonX wanted, PersonX educate",1,"If PersonX offer PersonY explanation, because PersonX wanted, that PersonY understand",0,"If PersonX give PersonY a knowledge, because PersonX wanted, PersonY understand something",1,"If PersonX be there, causes, PersonX explain something to PersonY",1
"If PeopleX would like to do, but before, PersonX needed, PersonX dress up in costume",0,"If PersonX enter a costume contest, but before, PersonX needed, a costume win contest",1,"If PersonX win the costume contest, can be hindered by, PersonX do not have a costume",1,"If PersonX have something, causes, PersonX decide to wear it",1,"If PersonX love wear something, causes, PersonX have something",0
"If PersonX want PersonY, as a result, PersonX wants to, PersonX want to continue a relationship with PersonY",1,"If PersonX have a huge crush on PersonY, as a result, PersonX wants to, PersonX keep PersonY together",0,"If PersonX fall love with PersonY, as a result, PersonX feels, PersonX maintain PersonX existence",0,"If PersonX win PersonY 's heart, as a result, PersonX wants to, PersonX want to continue to date PersonY",1,"If PersonX know PersonY for year, as a result, PersonX wants to, PersonX want to continue the relationship",1
"If that be not big enough, causes, PersonX want to see there",0,"If PeopleX spread out, causes, PersonX be there",1,"If PersonX like do it, causes, PersonX have that",1,"If PeopleX sit in silence, causes, PeopleX look for that",0,"If PeopleX find it, causes, it be there",1
"If PersonX feel insecure, PersonX is seen as, PersonX be nervous",1,"If PersonX be afraid of PersonY, as a result, PersonX feels, PersonX feel frightened",1,"If PersonX be rather nervous, as a result, PersonX feels, PersonX be scare",1,"If PersonX fear, as a result, PersonX will, PersonX be nervous",1,"If PersonX be quite nervous, as a result, PersonX feels, PersonX be not confident",1
"If PersonX bathe, as a result, PersonX will, PersonX get clean",1,"If PersonX bathe, includes the event or action, PersonX wash soap off",1,"If PersonX have a tub, causes, PersonX take a bath",1,"If PersonX take a bath, as a result, PersonX will, PersonX use soap",1,"If PersonX have shower, includes the event or action, PersonX get clean",1
"If PersonX look PersonY, causes, PersonX take something to room",0,"If PersonX be there, causes, PersonX go to room",1,"If PersonX have a room, causes, PersonX move to room",1,"If PersonX arrange PersonY, PersonX is seen as, PeopleX look at room",0,"If PersonX follow PersonY into room, PersonX is seen as, PersonX recognize",0
"If PeopleX like something, as a result, PersonX will, PersonX be pretty happy",0,"If PeopleX have a fun time, PersonX is seen as, PeopleX feel happy",1,"If PersonX be really look forward to it, as a result, PersonX will, PersonX smile with joy",1,"If PersonX be look forward to it, as a result, PersonX will, PersonX enjoy the activity",1,"If PeopleX be thrill, as a result, PersonX feels, PeopleX feel happy",1
"If PersonX join PersonY together, can be hindered by, PersonX do not get on list",1,"If PersonX take PersonY to room, can be hindered by, PersonY have no health insurance",1,"If PersonX make PersonY diagnosis, can be hindered by, PersonY do not have insurance",1,"If PersonX establish PersonY identity, can be hindered by, PersonX do not havea license",1,"If PersonX go to feeling, happens before, PersonX deny PersonY the right",0
