head,tail,relation,dataset,label,assertion,assertion_tq
PersonX get very drunk,PersonX need to drive home safely,HinderedBy,atomic2020,1,"The event PersonX get very drunk will not happen, if PersonX need to drive home safely","If PersonX get very drunk, can be hindered by, PersonX need to drive home safely"
PersonX hurt PersonY arm,PersonX work everyday,xReact,atomic,0,"PersonX hurt PersonY arm, thus as a result on PersonX's emotion, PersonX work everyday","If PersonX hurt PersonY arm, as a result, PersonX feels, PersonX work everyday"
something be a pet,PersonX have memory,Causes,atomic,1,"Because something be a pet, PersonX have memory","If something be a pet, causes, PersonX have memory"
PersonX be lose the competition,PersonX be stick in conversation,HinderedBy,atomic2020,0,"The event PersonX be lose the competition will not happen, if PersonX be stick in conversation","If PersonX be lose the competition, can be hindered by, PersonX be stick in conversation"
PersonX go to mall,PersonX pass,xReact,glucose,0,"PersonX go to mall, thus as a result on PersonX's emotion, PersonX pass","If PersonX go to mall, as a result, PersonX feels, PersonX pass"
PersonX 's mother will not bring PersonY the bottle,the salesman be give PersonX a great deal,HinderedBy,atomic2020,0,"The event PersonX 's mother will not bring PersonY the bottle will not happen, if the salesman be give PersonX a great deal","If PersonX 's mother will not bring PersonY the bottle, can be hindered by, the salesman be give PersonX a great deal"
PersonX find impartial jury,PersonX become depressed,HasSubEvent,cn,0,The event PersonX find impartial jury includes the event/action that PersonX become depressed,"If PersonX find impartial jury, includes the event or action, PersonX become depressed"
PersonX be happy with purchase,PersonX be happy,xAttr,atomic,0,"PersonX be happy with purchase, thus it can be seen about PersonX's attribute that PersonX be happy","If PersonX be happy with purchase, PersonX is seen as, PersonX be happy"
PersonX 's doctor tell PersonX to self-quarantine,PersonY eat it already,HinderedBy,atomic2020,0,"The event PersonX 's doctor tell PersonX to self-quarantine will not happen, if PersonY eat it already","If PersonX 's doctor tell PersonX to self-quarantine, can be hindered by, PersonY eat it already"
PersonX show friend new shoe,PersonX be go for week,xWant,atomic,0,"PersonX show friend new shoe, thus, PersonX want to be go for week","If PersonX show friend new shoe, as a result, PersonX wants to, PersonX be go for week"
PersonX be good at math,PersonX require PersonY effort,oWant,atomic,0,"PersonX be good at math, thus, PersonY want PersonX require PersonY effort","If PersonX be good at math, as a result, PersonY or others want to, PersonX require PersonY effort"
PersonX ask PersonY parent,conversation PeopleX ask,xWant,atomic,1,"PersonX ask PersonY parent, thus, PersonX want conversation PeopleX ask","If PersonX ask PersonY parent, as a result, PersonX wants to, conversation PeopleX ask"
PersonX have confidence in himself,PersonX need to understand PersonY 's statement,xNeed,atomic,0,The event PersonX have confidence in himself will not happen unless PersonX understand PersonY 's statement,"If PersonX have confidence in himself, but before, PersonX needed, PersonX need to understand PersonY 's statement"
PersonX play a gig,PersonX entertain people,xReact,atomic,0,"PersonX play a gig, thus as a result on PersonX's emotion, PersonX entertain people","If PersonX play a gig, as a result, PersonX feels, PersonX entertain people"
PersonX see the sign,PersonX change plan,xWant,atomic,1,"PersonX see the sign, thus, PersonX want to change plan","If PersonX see the sign, as a result, PersonX wants to, PersonX change plan"
PersonX be stylish,PersonX hear a pop,xReact,glucose,0,"PersonX be stylish, thus as a result on PersonX's emotion, PersonX hear a pop","If PersonX be stylish, as a result, PersonX feels, PersonX hear a pop"
PersonX have something sweet,PersonX own a farm,xEffect,atomic,0,"PersonX have something sweet, thus as an result, PersonX own a farm","If PersonX have something sweet, as a result, PersonX will, PersonX own a farm"
person y do not want it,PersonX would be put in jail,HinderedBy,atomic2020,0,"The event person y do not want it will not happen, if PersonX would be put in jail","If person y do not want it, can be hindered by, PersonX would be put in jail"
PersonX feel very accomplish,PersonX look for more,xEffect,atomic,0,"PersonX feel very accomplish, thus as an result, PersonX look for more","If PersonX feel very accomplish, as a result, PersonX will, PersonX look for more"
PersonX grab weapon,PersonX decide who,HasSubEvent,cn,0,The event PersonX grab weapon includes the event/action that PersonX decide who,"If PersonX grab weapon, includes the event or action, PersonX decide who"
PersonX find the kitten,PersonX find the bathroom,xIntent,atomic,0,"PersonX find the kitten, thus it can be seen about PersonX's intention that PersonX find the bathroom","If PersonX find the kitten, because PersonX wanted, PersonX find the bathroom"
PersonX want to get better,PersonX be sick with flu,xWant,atomic,0,"PersonX want to get better, thus, PersonX want to be sick with flu","If PersonX want to get better, as a result, PersonX wants to, PersonX be sick with flu"
PersonX love to play with something,PersonX put PeopleX to bed,xEffect,glucose,1,"PersonX love to play with something, thus as an result, PersonX put PeopleX to bed","If PersonX love to play with something, as a result, PersonX will, PersonX put PeopleX to bed"
PersonY want to wipe face,PersonY listen to lorry,oWant,atomic,0,"PersonY want to wipe face, thus, PersonY want to listen to lorry","If PersonY want to wipe face, as a result, PersonY or others want to, PersonY listen to lorry"
PersonX cleanse PersonY from unrighteousness,PersonY want to thank PersonX,oWant,atomic,1,"PersonX cleanse PersonY from unrighteousness, thus, PersonY want to thank PersonX","If PersonX cleanse PersonY from unrighteousness, as a result, PersonY or others want to, PersonY want to thank PersonX"
PersonX buy a drink,PersonX want to get some nicotine gum,xWant,atomic,0,"PersonX buy a drink, thus, PersonX want to get some nicotine gum","If PersonX buy a drink, as a result, PersonX wants to, PersonX want to get some nicotine gum"
PersonX get PersonY 's tree,PersonX help many people,isBefore,atomic2020,0,"After PersonX get PersonY 's tree, PersonX help many people","If PersonX get PersonY 's tree, happens before, PersonX help many people"
PersonX be excite about,PersonX do something,xReact,atomic,0,"PersonX be excite about, thus as a result on PersonX's emotion, PersonX do something","If PersonX be excite about, as a result, PersonX feels, PersonX do something"
PersonX need to pick up note 3,PersonX see note 3,xNeed,atomic,0,The event PersonX need to pick up note 3 will not happen unless PersonX see note 3,"If PersonX need to pick up note 3, but before, PersonX needed, PersonX see note 3"
PersonX can not afford PersonY 's electric bill,repairman can not come,HinderedBy,atomic2020,0,"The event PersonX can not afford PersonY 's electric bill will not happen, if repairman can not come","If PersonX can not afford PersonY 's electric bill, can be hindered by, repairman can not come"
PersonX be quickly approach,PersonX want to get somewhere,xWant,atomic,1,"PersonX be quickly approach, thus, PersonX want to get somewhere","If PersonX be quickly approach, as a result, PersonX wants to, PersonX want to get somewhere"
PersonX make it back,PersonX be there,Causes,glucose,1,"Because PersonX make it back, PersonX be there","If PersonX make it back, causes, PersonX be there"
PersonX make good friend,PersonX take away friend,xEffect,atomic,1,"PersonX make good friend, thus as an result, PersonX take away friend","If PersonX make good friend, as a result, PersonX will, PersonX take away friend"
PersonX return to car,PersonX get a ride,xWant,atomic,1,"PersonX return to car, thus, PersonX want to get a ride","If PersonX return to car, as a result, PersonX wants to, PersonX get a ride"
PersonX reach PersonX goal,PersonX be talented,xAttr,atomic,1,"PersonX reach PersonX goal, thus it can be seen about PersonX's attribute that PersonX be talented","If PersonX reach PersonX goal, PersonX is seen as, PersonX be talented"
PersonX play PersonY role in development,PersonX be team player,xAttr,atomic,1,"PersonX play PersonY role in development, thus it can be seen about PersonX's attribute that PersonX be team player","If PersonX play PersonY role in development, PersonX is seen as, PersonX be team player"
PersonX darken a church door,PersonX be mysterious,xAttr,atomic,1,"PersonX darken a church door, thus it can be seen about PersonX's attribute that PersonX be mysterious","If PersonX darken a church door, PersonX is seen as, PersonX be mysterious"
PersonX get pay a bonus,PersonX to fight in time,xEffect,glucose,0,"PersonX get pay a bonus, thus as an result, PersonX to fight in time","If PersonX get pay a bonus, as a result, PersonX will, PersonX to fight in time"
PersonX make love to PersonY,PersonY want to sleep,oWant,atomic,1,"PersonX make love to PersonY, thus, PersonY want to sleep","If PersonX make love to PersonY, as a result, PersonY or others want to, PersonY want to sleep"
PersonX call PersonX daughter,PersonX get the daughter phone number,isAfter,atomic,1,"Before PersonX call PersonX daughter, PersonX get the daughter phone number","If PersonX call PersonX daughter, happens after, PersonX get the daughter phone number"
PersonX hand,PersonX decide to pull over,xReact,glucose,0,"PersonX hand, thus as a result on PersonX's emotion, PersonX decide to pull over","If PersonX hand, as a result, PersonX feels, PersonX decide to pull over"
PersonX cross over chest,PersonX be friendly,xAttr,atomic,1,"PersonX cross over chest, thus it can be seen about PersonX's attribute that PersonX be friendly","If PersonX cross over chest, PersonX is seen as, PersonX be friendly"
PersonX walk,PersonX do multiple thing at once,xIntent,atomic,1,"PersonX walk, thus it can be seen about PersonX's intention that PersonX do multiple thing at once","If PersonX walk, because PersonX wanted, PersonX do multiple thing at once"
PersonX meet the person,PersonX learn history,xNeed,atomic,0,The event PersonX meet the person will not happen unless PersonX learn history,"If PersonX meet the person, but before, PersonX needed, PersonX learn history"
PersonX be very shy,PersonX be there,Causes,glucose,1,"Because PersonX be very shy, PersonX be there","If PersonX be very shy, causes, PersonX be there"
PersonX go to play it,PersonX be play it,xWant,glucose,1,"PersonX go to play it, thus, PersonX want to be play it","If PersonX go to play it, as a result, PersonX wants to, PersonX be play it"
PersonX can not sleep,PersonX want to smack the person,xWant,atomic,0,"PersonX can not sleep, thus, PersonX want to smack the person","If PersonX can not sleep, as a result, PersonX wants to, PersonX want to smack the person"
PersonX get PersonX picture take,PersonX need to wear some makeup,xNeed,atomic,1,The event PersonX get PersonX picture take will not happen unless PersonX wear some makeup,"If PersonX get PersonX picture take, but before, PersonX needed, PersonX need to wear some makeup"
PersonX take PersonY,PersonY want to seek a apology,oWant,atomic,1,"PersonX take PersonY, thus, PersonY want to seek a apology","If PersonX take PersonY, as a result, PersonY or others want to, PersonY want to seek a apology"
